Meth_PC1,Meth_PC2,Meth_PC3,Meth_PC4,Meth_PC5,Meth_PC6,Meth_PC7,Meth_PC8,Meth_PC9,Meth_PC10,Meth_PC11,Meth_PC12,Meth_PC13,Meth_PC14,Meth_PC15,Meth_PC16,Meth_PC17,Meth_PC18,Meth_PC19,Meth_PC20,Meth_PC21,Meth_PC22,Meth_PC23,Meth_PC24,Meth_PC25,Meth_PC26,Meth_PC27,Meth_PC28,Meth_PC29,Meth_PC30,Meth_PC31,Meth_PC32,Meth_PC33,Meth_PC34,Meth_PC35,Meth_PC36,Meth_PC37,Meth_PC38,Meth_PC39,Meth_PC40,Meth_PC41,Meth_PC42,Meth_PC43,Meth_PC44,Meth_PC45,Meth_PC46,Meth_PC47,Meth_PC48,Meth_PC49,Meth_PC50,depmap_id
-2.822152253129703e-05,4.954109178319854,1.9171703187101155,-1.6093281866930162,1.595647310888203,-4.798281743184221,0.29052379032283104,1.1991836824644075,2.49440024993167,1.0865580462339837,0.34985722558060395,-1.1380732721737463,0.787218040523708,3.780860381595785,-1.9474791144103212,-2.775210949099175,1.3843845934348025,-1.9369890570100108,2.7725243356340408,0.4331343782914552,0.5399619827460936,0.15408283925080354,-0.566768275786942,-0.6189245118323894,0.8733906834740958,0.4395271262937295,-0.9448903005144133,-0.3318006780162273,-1.8575963553134869,0.592790553481003,-0.9638937772359661,-1.4911715924416291,-0.43532247966660187,0.9291960155777814,0.43903883469824667,0.5986802092690424,-0.42215166865378606,-2.1503983450937088,-2.8644209786821526,0.5966660771282556,0.9352253415897384,-0.9963023751945366,0.7347845012930277,0.7862675550896409,0.23064643972035023,-0.5958949504196902,1.2961610739352682,0.27441568780257014,0.7863137066710745,0.1553504727647304,ACH-000973
0.00014621068453633853,-18.077342626551882,-7.241728118427944,-2.66241843217863,3.6504092224050324,7.762866758231134,-3.1830134539508625,2.739241926516128,-2.768939824560943,1.9990001971553037,0.3205857869283327,1.1047942627502894,-3.293602899285562,-5.179047428327621,-2.2161363523461683,1.6718588461315713,-0.8710435954157795,0.09915851972944895,-1.115263050896145,0.7020091640491968,3.050489747411023,1.1511162787951341,-0.7523693358333795,-0.9696284495556339,-2.7232631359659916,-2.5496531979014123,0.09740033867642905,0.71709940717509,2.3060296279639543,-0.11287495988164387,-0.7007817826234815,-0.41693394755992286,1.7609131882888613,-0.058724650628024566,-0.3587078164036727,-0.7742916306469828,-0.7862204399667199,-2.52410289467989,-0.7020613310140584,2.188296340935856,0.3219069086025167,0.17579013600599733,-3.090709495571047,-0.13009866186436322,0.8576125015825522,0.5559208340336101,0.42587615950921015,0.9688590545759004,0.20145699400674494,-1.4201228774528016,ACH-000248
2.962193694070486e-05,-8.018605402490898,-5.664033513684315,2.476551597420201,3.029057423680564,-7.007122611321607,3.571353932514865,2.408285925973074,5.166596600690914,0.17710578634098592,-2.5988071309208567,-1.6369513715670128,-3.914320750868897,-0.6695373046239698,-1.0371437738271736,-2.3300864988156422,-0.9679696095897036,-0.7525682548036039,-2.7173932951634914,-1.5172545529341501,-1.8408648037238862,1.81014780913485,-0.444497294955141,2.572735513252241,0.2535239721392007,0.5150233760444412,1.2586790642458041,-0.597123553748344,2.567827464263567,-2.2770567931119747,0.23527835407655592,-1.5855423791007563,-0.8326954571915508,-0.06618003882004392,1.0999432519303496,2.1204891111488244,-0.9148279994253281,2.333821944544296,0.10549842652406076,0.9938334761353805,0.8292062370749338,0.3698669758126092,0.8931098573678976,-1.537857731838774,0.12263060003140493,1.1220690823823647,0.7144089804806268,-0.9050057681920751,-0.8496128634644583,-0.5660954168521484,ACH-001016
-0.00013705827348526158,30.256889317540665,-10.26594708610436,1.3736024360587775,-7.078704313439282,1.0625570678460297,-1.8736686099224795,2.065639436115304,-2.721533051518048,-1.0687005759105894,-3.8039422204695192,-5.0129461875160075,1.864047791336057,-1.5086530957487303,1.9237114691561692,-1.9943305321617473,-3.2239300174332994,2.0125564555599547,0.3419025596415035,-1.9891189215236935,2.5009692391683185,-0.5746890364201446,-2.1798382806678207,-0.8492929724966484,-0.39290215756565994,2.1885655733288294,0.2327522638995261,3.043107270777626,1.0324700765306885,0.8879446101084904,2.477404808173884,-1.7365726183222305,1.3303952409924278,-1.5694328428459348,1.2051160732223445,-0.4131593655476545,-1.1465452851077855,2.0341451660405343,-0.26338351287646816,-1.0421133795048236,-1.4814327597818167,-2.725907072433425,-0.9708935149269764,0.43563022576668003,-2.1318002394127844,1.6516107277877012,0.08354863168815775,-0.3748014900879651,0.7562040910665468,0.9142088889636102,ACH-000245
-6.360312957540614e-05,15.491626470128727,12.666772710453156,0.7642796730937184,7.056548386739473,2.682251162816308,-3.567336020012396,2.61492474100999,-1.0681775929088884,-2.063514293507334,-0.2554412693124749,-1.0795380882625003,-4.493014062105616,0.9766674855883224,-3.544906483139179,1.9772921571956856,-2.8749923199988445,-0.7982334171716319,-1.189773321702734,-0.5805799195056323,0.9431446281367749,-0.4942758383470865,-1.2087482460116212,-0.74853715985413,-0.0428109033127824,-1.5677656726056612,0.5642422611041805,-2.5884536204591693,5.773186327779271,-0.7386902479355307,-1.5153555095199582,-1.1292571773122584,0.61573798283608,0.6452300288662814,2.346062288182104,-1.4480166690914797,-1.1383419885681267,-2.6715078516782795,-2.0845602030778068,-2.629535169054113,-0.6103939759110727,0.16866017093982147,-1.0209148899751472,-0.5867473946918718,1.5578071303133476,0.2419912245249265,-0.058452551493177636,-0.8296350554963009,1.8772976525931986,0.9756036603874457,ACH-000536
-5.945164015490566e-05,1.6031696869236736,12.685152277864866,4.795927288805886,-2.3094737250437327,5.250858355739687,-2.264267569992504,2.6045975313307754,-1.772281771820449,-4.594902503730946,-1.5384541103145963,-1.3231860853162414,-7.744501485079514,-1.0481111948485584,-0.5999033146602859,-0.6047669742777777,2.0270064882399086,-3.300898026901863,-0.8417510580411157,1.8997238470300866,3.7670188633929245,1.2276934403237125,-1.1141118595056922,2.553489109014656,0.5029421767962988,1.9093573357310751,0.8323041634609236,-0.1778813127366817,-1.4451187581559748,-0.6734443516060873,-1.896448013939801,2.1586500420816175,1.343324590116926,2.12872147695214,1.2943715196183132,0.1853696961824993,0.445084244793241,1.7242062233806061,-0.32506608653990315,0.02297217030088961,-0.13990846515675934,-0.4001142199820371,-0.24777377727769215,-0.24913560168565524,-2.3209187949113637,0.24350935545392116,-0.31658634775650224,0.8801899829876249,-0.28724769369309733,0.07037820035565891,ACH-000927
-2.7109252481584143e-05,-2.4268774457208084,9.470902261615137,4.9847125715562965,0.304954258934577,5.9924641527976235,-2.173294474229651,3.5892034821334913,-3.1691476198926694,-3.5020609779737706,-3.3800254654907227,-0.554165352422371,-8.458154203951874,-1.9730746262548917,-0.6679997799153121,-0.3959648444183743,-0.06720397439171474,-3.354744724617708,-2.351712954001706,0.629031917915055,2.6061223782507565,0.09278796325118356,0.09406533415091486,0.462297490424817,1.1787064372559746,1.064693748311549,-0.03304444271874745,2.8463630467187593,-3.0898436778016647,-1.000704296339028,-3.5966216398277027,-1.352469677251781,1.0958407271632478,0.16159367026209617,1.2150673314439966,0.5397031058821055,-0.5588558694811406,-0.8515823603403427,0.01579894924957111,-1.6379145844715397,-0.6411393631576845,-0.04764962907631505,-1.1739591687816517,-0.5343418981256087,-0.24908232494449753,-0.45260530595779913,-0.5143887715329132,-0.2216938901939845,-1.2252834623903852,0.42685386417365556,ACH-000818
1.7280119006140717e-05,-10.769051110672367,1.7814575165679958,3.057146845135026,-4.08583212129514,-1.2377472948230108,-0.05028645841019705,1.331516869239909,-0.6251449078840557,-1.4746668072540479,-1.750310066713831,-0.3702941451304839,1.1985408700230507,0.1791067738827426,-2.001752711975291,1.3820733135054468,2.857692738494294,-0.6926533139687449,0.850192940652532,-1.7355639497370243,0.1733484178730299,3.5532061591029596,-0.9725966411979997,1.1705045949729562,1.9776814570947492,1.6350852233953823,-0.27557374025280873,-1.9880147702369362,0.6977285511240928,1.5311685279096263,1.7153861231980234,-0.18865149915321028,0.5884268167908938,-0.19343404074418835,-1.39229166818205,-0.1886712421573464,-0.414686998118643,-1.3209471372157324,-1.5471069222345752,-0.7476666594883354,1.735356149293393,-0.5259046936230513,1.019182937864251,-0.680119321520784,-2.108275825131946,-1.0860239053307996,0.5918264364477772,-0.07080672822493153,-0.4016357985843503,0.661032552983759,ACH-000288
-6.179313234334038e-06,-4.413058355717305,5.699236678242321,-1.0302217852780637,-3.2916277923732906,-2.7886190506304973,-2.1770488824638563,2.606666725023073,-0.5366735063530896,-1.763967261269651,-1.3072452717104084,-1.1447997795098843,0.4494295848428629,-0.5617190299543683,-0.7619082868164307,0.3838100134081074,2.278061100768138,-0.6128263067151237,0.3316218536635931,-1.2192266226973225,0.49675840810878774,0.34915883480649373,-0.25883346515326605,0.3710602867848859,1.114106770202095,1.6171540894676109,0.7381847732261068,-1.4696641282404963,0.2553818689275733,0.35265582448803706,-1.9577262328662142,-0.9358074963334492,-0.609678726125935,0.6332651435117723,0.477736295923517,0.05973845581047917,-1.2529145699961592,-1.3257815063104805,-1.4587942127879001,-0.8684590185987352,0.7505617407529958,-0.8330935610964503,1.7360345626517082,-0.9918051205296604,-0.8111991660535728,-0.6590408099862918,0.18075396210783456,0.8102193559191454,0.7852792014530008,-0.0509612193591251,ACH-000212
1.8776367707248352e-05,-4.334184652871536,2.927133333688642,-1.264256827757437,-1.0824584150444532,-0.04133712193785576,1.6243659135440995,-0.13976817363564517,-0.019921761977159537,5.01562458420196,1.648268948933489,-2.9885228653412383,-1.5745252618236565,-1.3586077399209957,3.6205071606648103,-2.5790273470781337,2.6977336034788566,0.7488694078073554,6.331414127891781,1.6356800741393773,-2.0228341813122555,-0.8453731745352029,-0.20392165711085541,-2.8541261637241866,2.970901501604839,-0.7761693208194161,-3.059462703898651,-2.896819115262337,0.5670363017621142,0.4655549782701212,0.35357755042104577,1.310346938540727,2.5682770066168144,2.5226270390988894,-0.9752882435314886,2.069619158323863,-1.7925782403595218,2.2666989544458396,-0.5532617751666877,2.3207996127641852,0.06542816939050572,-1.129417192813603,-0.31177275554003286,-1.847832432742367,-1.0431074221478775,0.5247178719335039,0.1652623418662094,0.17392562831138325,-1.2824751646153865,0.12386206145173964,ACH-000856
0.00013710719777853652,-21.991402626771745,-8.103702244862953,-6.845493820614913,-3.0078201344544144,0.8960668124042755,-2.215767291970681,2.5665413464112565,-1.7075437928631358,-0.4686046910297455,-0.7668447867124812,-0.2637470120505494,0.05116216483676002,-3.129339530777664,-3.248322871465586,2.6745223363971458,3.0618732530854964,0.881311144261867,-0.23029471260324144,-1.6491010011459581,-0.1996650191738327,1.5355392641324903,0.0408395311615508,-2.5553371742301185,0.6303267923175042,-0.1257163113462012,0.22123103550223697,-0.6659830237089963,1.751977681245187,1.57029372908571,0.20147683283283402,0.4194185824244674,-0.8220869324876486,-1.9021133198264448,0.3084507747243753,-1.821686389004557,-0.1153834616846983,-0.89761899422758,0.09791758267589051,-0.023607979457014497,1.4200191859061284,0.27107004087719316,-0.6072187388912398,-0.47376150977379655,-0.2874006591293327,0.995181248482077,-0.22125672848998704,0.3174907242213515,0.40589155257039594,0.6294478936690029,ACH-000857
-4.0705498894149134e-05,7.812874203544239,10.501087047175824,-0.6033036182909982,0.5561987694407023,3.9950929283567636,-1.31361797850028,1.5353068253406488,-1.4592040069911205,-4.461035377304212,-2.9690423587249417,-1.2087728634453216,-8.66525034364969,1.4737883412530177,-0.18406983466275817,0.6967481977337694,2.435378807940404,-3.8295378751047924,-0.4295784400395847,1.6015032232458262,4.239948707670757,1.0849569588074885,-1.623818149494917,3.0127797275093466,-1.1207268757520115,1.2585248969142941,-1.4514895268003534,0.1377867298354823,-0.9013778203494363,-1.2798904370909954,0.23584620248705174,0.3956115844050253,1.013632312837427,1.668753069227979,0.5152082090723921,0.6106250145046133,-1.885338343071367,-2.1921635711291163,0.6031376524785759,0.0023167624570347616,-0.509715875615153,-0.19115896259171378,-0.3744835315170932,-0.3794377003236499,0.43880415670935063,-0.3146414153691393,-0.7789492739698366,0.774429529177385,-0.6675627203784977,1.4061796542665654,ACH-000783
